command	path	resolved_path	package
rafind2	/usr/bin/rafind2	/usr/bin/rafind2	radare2
ragg2	/usr/bin/ragg2	/usr/bin/ragg2	radare2
rahash2	/usr/bin/rahash2	/usr/bin/rahash2	radare2
rake	/usr/bin/rake	/usr/bin/rake	rake
rake3.3	/usr/bin/rake3.3	/usr/bin/rake3.3	ruby3.3
randpkt	/usr/bin/randpkt	/usr/bin/randpkt	wireshark-common
ranlib	/usr/bin/ranlib	/usr/bin/x86_64-linux-gnu-ranlib	binutils
rapatch2	/usr/bin/rapatch2	/usr/bin/rapatch2	radare2
rarun2	/usr/bin/rarun2	/usr/bin/rarun2	radare2
rasign2	/usr/bin/rasign2	/usr/bin/rasign2	radare2
rasm2	/usr/bin/rasm2	/usr/bin/rasm2	radare2
ravc2	/usr/bin/ravc2	/usr/bin/ravc2	radare2
rawshark	/usr/bin/rawshark	/usr/bin/rawshark	wireshark-common
rax2	/usr/bin/rax2	/usr/bin/rax2	radare2
rbash	/usr/bin/rbash	/usr/bin/bash	bash
rbs3.3	/usr/bin/rbs3.3	/usr/bin/rbs3.3	ruby3.3
rctest	/usr/bin/rctest	/usr/bin/rctest	bluez
rdbg	/usr/bin/rdbg	/usr/bin/rdbg3.3	ruby
rdbg3.3	/usr/bin/rdbg3.3	/usr/bin/rdbg3.3	ruby3.3
rdjpgcom	/usr/bin/rdjpgcom	/usr/bin/rdjpgcom	libjpeg-turbo-progs
rdma	/usr/bin/rdma	/usr/bin/rdma	iproute2
rdoc	/usr/bin/rdoc	/usr/bin/rdoc3.3	ruby
rdoc3.3	/usr/bin/rdoc3.3	/usr/bin/rdoc3.3	ruby3.3
readelf	/usr/bin/readelf	/usr/bin/x86_64-linux-gnu-readelf	binutils
readlink	/usr/bin/readlink	/usr/bin/readlink	coreutils
realpath	/usr/bin/realpath	/usr/bin/realpath	coreutils
reaver	/usr/bin/reaver	/usr/bin/reaver	reaver
recon-cli	/usr/bin/recon-cli	/usr/bin/recon-cli	recon-ng
recon-ng	/usr/bin/recon-ng	/usr/bin/recon-ng	recon-ng
recon-web	/usr/bin/recon-web	/usr/bin/recon-web	recon-ng
register-python-argcomplete	/usr/bin/register-python-argcomplete	/usr/bin/register-python-argcomplete	python3-argcomplete
reindexdb	/usr/bin/reindexdb	/usr/share/postgresql-common/pg_wrapper	postgresql-client-common
renice	/usr/bin/renice	/usr/bin/renice	bsdutils
reordercap	/usr/bin/reordercap	/usr/bin/reordercap	wireshark-common
replace	/usr/bin/replace	/usr/bin/replace	mariadb-client
replay	/usr/bin/replay	/usr/bin/replay	nikto
reset	/usr/bin/reset	/usr/bin/tset	ncurses-bin
resolve_stack_dump	/usr/bin/resolve_stack_dump	/usr/bin/resolve_stack_dump	mariadb-client
resolveip	/usr/bin/resolveip	/usr/bin/resolveip	mariadb-server-core
responder-BrowserListener	/usr/bin/responder-BrowserListener	/usr/share/responder/script	responder
responder-FindSQLSrv	/usr/bin/responder-FindSQLSrv	/usr/share/responder/script	responder
responder-Icmp-Redirect	/usr/bin/responder-Icmp-Redirect	/usr/share/responder/script	responder
responder-MultiRelay	/usr/bin/responder-MultiRelay	/usr/share/responder/script	responder
responder-RunFinger	/usr/bin/responder-RunFinger	/usr/share/responder/script	responder
restfulHarvest	/usr/bin/restfulHarvest	/usr/bin/restfulHarvest	theharvester
restic2john	/usr/bin/restic2john	/usr/share/john/restic2john.py	john-data
rfcomm	/usr/bin/rfcomm	/usr/bin/rfcomm	bluez
rgrep	/usr/bin/rgrep	/usr/bin/rgrep	grep
ri	/usr/bin/ri	/usr/bin/ri3.3	ruby
ri3.3	/usr/bin/ri3.3	/usr/bin/ri3.3	ruby3.3
rlogin-cwd	/usr/bin/rlogin-cwd	/usr/bin/expect_rlogin-cwd	expect
rm	/usr/bin/rm	/usr/bin/rm	coreutils
rmdir	/usr/bin/rmdir	/usr/bin/rmdir	coreutils
rmiregistry	/usr/bin/rmiregistry	/usr/lib/jvm/java-25-openjdk-amd64/bin/rmiregistry	unowned
rotatelogs	/usr/bin/rotatelogs	/usr/bin/rotatelogs	apache2-utils
routel	/usr/bin/routel	/usr/bin/routel	iproute2
rpcclient	/usr/bin/rpcclient	/usr/bin/rpcclient	smbclient
rpcinfo	/usr/bin/rpcinfo	/usr/bin/rpcinfo	rpcbind
rq	/usr/bin/rq	/usr/bin/rq	python3-rq
rqinfo	/usr/bin/rqinfo	/usr/bin/rqinfo	python3-rq
rqworker	/usr/bin/rqworker	/usr/bin/rqworker	python3-rq
rrsync	/usr/bin/rrsync	/usr/bin/rrsync	rsync
rsmangler	/usr/bin/rsmangler	/usr/bin/rsmangler	rsmangler
rsync	/usr/bin/rsync	/usr/bin/rsync	rsync
rsync-ssl	/usr/bin/rsync-ssl	/usr/bin/rsync-ssl	rsync
rtstat	/usr/bin/rtstat	/usr/bin/lnstat	iproute2
ruby	/usr/bin/ruby	/usr/bin/ruby3.3	ruby
ruby3.3	/usr/bin/ruby3.3	/usr/bin/ruby3.3	ruby3.3
run-parts	/usr/bin/run-parts	/usr/bin/run-parts	debianutils
run0	/usr/bin/run0	/usr/bin/systemd-run	systemd
runcon	/usr/bin/runcon	/usr/bin/runcon	coreutils
runscript	/usr/bin/runscript	/usr/bin/runscript	minicom
rview	/usr/bin/rview	/usr/bin/vim.basic	vim
rvim	/usr/bin/rvim	/usr/bin/vim.basic	vim
rwinrm	/usr/bin/rwinrm	/usr/bin/rwinrm	ruby-winrm
rwinrmcp	/usr/bin/rwinrmcp	/usr/bin/rwinrmcp	ruby-winrm-fs
rzsh	/usr/bin/rzsh	/usr/bin/zsh	zsh
sakis3g	/usr/bin/sakis3g	/usr/bin/sakis3g	sakis3g
samba-log-parser	/usr/bin/samba-log-parser	/usr/bin/samba-log-parser	samba-common-bin
samba-regedit	/usr/bin/samba-regedit	/usr/bin/samba-regedit	samba-common-bin
samdump2	/usr/bin/samdump2	/usr/bin/samdump2	samdump2
sap2john	/usr/bin/sap2john	/usr/share/john/sap2john.pl	john-data
sasquatch	/usr/bin/sasquatch	/usr/bin/sasquatch	sasquatch
sasquatch-v4be	/usr/bin/sasquatch-v4be	/usr/bin/sasquatch-v4be	sasquatch
savelog	/usr/bin/savelog	/usr/bin/savelog	debianutils
sbd	/usr/bin/sbd	/usr/bin/sbd	sbd
scalar	/usr/bin/scalar	/usr/bin/scalar	git
scalpel	/usr/bin/scalpel	/usr/bin/scalpel	scalpel
scapy	/usr/bin/scapy	/usr/bin/scapy	python3-scapy
scapy3	/usr/bin/scapy3	/usr/bin/scapy	python3-scapy
scp	/usr/bin/scp	/usr/bin/scp	openssh-client
scp1	/usr/bin/scp1	/usr/bin/scp1	openssh-client-ssh1
screen	/usr/bin/screen	/usr/bin/screen	screen
script	/usr/bin/script	/usr/bin/script	bsdutils
scriptlive	/usr/bin/scriptlive	/usr/bin/scriptlive	bsdutils
scriptreplay	/usr/bin/scriptreplay	/usr/bin/scriptreplay	bsdutils
sdiff	/usr/bin/sdiff	/usr/bin/sdiff	diffutils
sdptool	/usr/bin/sdptool	/usr/bin/sdptool	bluez
se-toolkit	/usr/bin/se-toolkit	/usr/bin/se-toolkit	set
searchsploit	/usr/bin/searchsploit	/usr/bin/searchsploit	exploitdb
sed	/usr/bin/sed	/usr/bin/sed	sed
select-default-iwrap	/usr/bin/select-default-iwrap	/usr/bin/select-default-iwrap	dictionaries-common
select-editor	/usr/bin/select-editor	/usr/bin/select-editor	sensible-utils
sendEmail	/usr/bin/sendEmail	/usr/bin/sendEmail	sendemail
sendemail	/usr/bin/sendemail	/usr/bin/sendEmail	sendemail
sendmsrpc	/usr/bin/sendmsrpc	/usr/bin/sendmsrpc	spike
sense2john	/usr/bin/sense2john	/usr/share/john/sense2john.py	john-data
sensible-browser	/usr/bin/sensible-browser	/usr/bin/sensible-browser	sensible-utils
sensible-editor	/usr/bin/sensible-editor	/usr/bin/sensible-editor	sensible-utils
sensible-pager	/usr/bin/sensible-pager	/usr/bin/sensible-pager	sensible-utils
sensible-terminal	/usr/bin/sensible-terminal	/usr/bin/sensible-terminal	sensible-utils
seq	/usr/bin/seq	/usr/bin/seq	coreutils
setarch	/usr/bin/setarch	/usr/bin/setarch	util-linux
setcifsacl	/usr/bin/setcifsacl	/usr/bin/setcifsacl	cifs-utils
setoolkit	/usr/bin/setoolkit	/usr/bin/setoolkit	set
setpriv	/usr/bin/setpriv	/usr/bin/setpriv	util-linux
setsid	/usr/bin/setsid	/usr/bin/setsid	util-linux
setterm	/usr/bin/setterm	/usr/bin/setterm	util-linux
sftp	/usr/bin/sftp	/usr/bin/sftp	openssh-client
sh	/usr/bin/sh	/usr/bin/dash	dash
sha1deep	/usr/bin/sha1deep	/usr/bin/sha1deep	hashdeep
sha1sum	/usr/bin/sha1sum	/usr/bin/sha1sum	coreutils
sha224sum	/usr/bin/sha224sum	/usr/bin/sha224sum	coreutils
sha256deep	/usr/bin/sha256deep	/usr/bin/sha256deep	hashdeep
sha256sum	/usr/bin/sha256sum	/usr/bin/sha256sum	coreutils
sha384sum	/usr/bin/sha384sum	/usr/bin/sha384sum	coreutils
sha512sum	/usr/bin/sha512sum	/usr/bin/sha512sum	coreutils
sharesec	/usr/bin/sharesec	/usr/bin/sharesec	samba
sharkd	/usr/bin/sharkd	/usr/bin/sharkd	wireshark-common
shasum	/usr/bin/shasum	/usr/bin/shasum	perl
shodan	/usr/bin/shodan	/usr/bin/shodan	python3-shodan
shred	/usr/bin/shred	/usr/bin/shred	coreutils
shuf	/usr/bin/shuf	/usr/bin/shuf	coreutils
sigfind	/usr/bin/sigfind	/usr/bin/sigfind	sleuthkit
signal2john	/usr/bin/signal2john	/usr/share/john/signal2john.py	john-data
sipdump2john	/usr/bin/sipdump2john	/usr/share/john/sipdump2john.py	john-data
size	/usr/bin/size	/usr/bin/x86_64-linux-gnu-size	binutils
skill	/usr/bin/skill	/usr/bin/skill	procps
skipfish	/usr/bin/skipfish	/usr/bin/skipfish	skipfish
slabtop	/usr/bin/slabtop	/usr/bin/slabtop	procps
sleep	/usr/bin/sleep	/usr/bin/sleep	coreutils
smb2-quota	/usr/bin/smb2-quota	/usr/bin/smb2-quota	cifs-utils
smbcacls	/usr/bin/smbcacls	/usr/bin/smbcacls	smbclient
smbclient	/usr/bin/smbclient	/usr/bin/smbclient	smbclient
smbcontrol	/usr/bin/smbcontrol	/usr/bin/smbcontrol	samba-common-bin
smbcquotas	/usr/bin/smbcquotas	/usr/bin/smbcquotas	smbclient
smbget	/usr/bin/smbget	/usr/bin/smbget	smbclient
smbinfo	/usr/bin/smbinfo	/usr/bin/smbinfo	cifs-utils
smbmap	/usr/bin/smbmap	/usr/bin/smbmap	smbmap
smbpasswd	/usr/bin/smbpasswd	/usr/bin/smbpasswd	samba-common-bin
smbspool	/usr/bin/smbspool	/usr/bin/smbspool	smbclient
smbstatus	/usr/bin/smbstatus	/usr/bin/smbstatus	samba
smbtar	/usr/bin/smbtar	/usr/bin/smbtar	smbclient
smbtree	/usr/bin/smbtree	/usr/bin/smbtree	smbclient
snice	/usr/bin/snice	/usr/bin/skill	procps
snmp-bridge-mib	/usr/bin/snmp-bridge-mib	/usr/bin/snmp-bridge-mib	snmp
snmp-check	/usr/bin/snmp-check	/usr/bin/snmp-check	snmpcheck
snmpbulkget	/usr/bin/snmpbulkget	/usr/bin/snmpbulkget	snmp
snmpbulkwalk	/usr/bin/snmpbulkwalk	/usr/bin/snmpbulkwalk	snmp
snmpcheck	/usr/bin/snmpcheck	/usr/bin/snmpcheck	snmp
snmpconf	/usr/bin/snmpconf	/usr/bin/snmpconf	snmp
snmpdelta	/usr/bin/snmpdelta	/usr/bin/snmpdelta	snmp
snmpdf	/usr/bin/snmpdf	/usr/bin/snmpdf	snmp
snmpget	/usr/bin/snmpget	/usr/bin/snmpget	snmp
snmpgetnext	/usr/bin/snmpgetnext	/usr/bin/snmpgetnext	snmp
snmpinform	/usr/bin/snmpinform	/usr/bin/snmptrap	snmp
snmpkey	/usr/bin/snmpkey	/usr/bin/snmpkey	libnet-snmp-perl
snmpnetstat	/usr/bin/snmpnetstat	/usr/bin/snmpnetstat	snmp
snmpping	/usr/bin/snmpping	/usr/bin/snmpping	snmp
snmpps	/usr/bin/snmpps	/usr/bin/snmpps	snmp
snmpset	/usr/bin/snmpset	/usr/bin/snmpset	snmp
snmpstatus	/usr/bin/snmpstatus	/usr/bin/snmpstatus	snmp
snmptable	/usr/bin/snmptable	/usr/bin/snmptable	snmp
snmptest	/usr/bin/snmptest	/usr/bin/snmptest	snmp
snmptls	/usr/bin/snmptls	/usr/bin/snmptls	snmp
snmptranslate	/usr/bin/snmptranslate	/usr/bin/snmptranslate	snmp
snmptrap	/usr/bin/snmptrap	/usr/bin/snmptrap	snmp
snmpusm	/usr/bin/snmpusm	/usr/bin/snmpusm	snmp
snmpvacm	/usr/bin/snmpvacm	/usr/bin/snmpvacm	snmp
snmpwalk	/usr/bin/snmpwalk	/usr/bin/snmpwalk	snmp
socat	/usr/bin/socat	/usr/bin/socat1	socat
socat-broker.sh	/usr/bin/socat-broker.sh	/usr/bin/socat-broker.sh	socat
socat-chain.sh	/usr/bin/socat-chain.sh	/usr/bin/socat-chain.sh	socat
socat-mux.sh	/usr/bin/socat-mux.sh	/usr/bin/socat-mux.sh	socat
socat1	/usr/bin/socat1	/usr/bin/socat1	socat
sort	/usr/bin/sort	/usr/bin/sort	coreutils
sorter	/usr/bin/sorter	/usr/bin/sorter	sleuthkit
sp32	/usr/bin/sp32	/usr/bin/sp64	statsprocessor
sp64	/usr/bin/sp64	/usr/bin/sp64	statsprocessor
spiderfoot	/usr/bin/spiderfoot	/usr/bin/spiderfoot	spiderfoot
spiderfoot-cli	/usr/bin/spiderfoot-cli	/usr/bin/spiderfoot-cli	spiderfoot
splain	/usr/bin/splain	/usr/bin/splain	perl
split	/usr/bin/split	/usr/bin/split	coreutils
spooftooph	/usr/bin/spooftooph	/usr/bin/spooftooph	spooftooph
sqlite3	/usr/bin/sqlite3	/usr/bin/sqlite3	sqlite3
sqlmap	/usr/bin/sqlmap	/usr/share/sqlmap/sqlmap.py	sqlmap
sqlmapapi	/usr/bin/sqlmapapi	/usr/share/sqlmap/sqlmapapi.py	sqlmap
sqsh	/usr/bin/sqsh	/usr/bin/sqsh	sqsh
sqv	/usr/bin/sqv	/usr/bin/sqv	sqv
srch_strings	/usr/bin/srch_strings	/usr/bin/srch_strings	sleuthkit
ss	/usr/bin/ss	/usr/bin/ss	iproute2
ss_spike	/usr/bin/ss_spike	/usr/bin/ss_spike	spike
ssh	/usr/bin/ssh	/usr/bin/ssh	openssh-client
ssh-add	/usr/bin/ssh-add	/usr/bin/ssh-add	openssh-client
ssh-agent	/usr/bin/ssh-agent	/usr/bin/ssh-agent	openssh-client
ssh-argv0	/usr/bin/ssh-argv0	/usr/bin/ssh-argv0	openssh-client
ssh-copy-id	/usr/bin/ssh-copy-id	/usr/bin/ssh-copy-id	openssh-client
ssh-keygen	/usr/bin/ssh-keygen	/usr/bin/ssh-keygen	openssh-common
ssh-keygen1	/usr/bin/ssh-keygen1	/usr/bin/ssh-keygen1	openssh-client-ssh1
ssh-keyscan	/usr/bin/ssh-keyscan	/usr/bin/ssh-keyscan	openssh-client
ssh1	/usr/bin/ssh1	/usr/bin/ssh1	openssh-client-ssh1
ssh2john	/usr/bin/ssh2john	/usr/share/john/ssh2john.py	john-data
sshmitm	/usr/bin/sshmitm	/usr/bin/sshmitm	dsniff
sshow	/usr/bin/sshow	/usr/bin/sshow	dsniff
ssldump	/usr/bin/ssldump	/usr/bin/ssldump	ssldump
sslscan	/usr/bin/sslscan	/usr/bin/sslscan	sslscan
sslsplit	/usr/bin/sslsplit	/usr/bin/sslsplit	sslsplit
sslyze	/usr/bin/sslyze	/usr/bin/sslyze	sslyze
sspr2john	/usr/bin/sspr2john	/usr/share/john/sspr2john.py	john-data
starkiller	/usr/bin/starkiller	/usr/bin/starkiller	powershell-empire
starkiller-start	/usr/bin/starkiller-start	/usr/bin/starkiller-start	powershell-empire
starkiller-stop	/usr/bin/starkiller-stop	/usr/bin/starkiller-stop	powershell-empire
staroffice2john	/usr/bin/staroffice2john	/usr/share/john/staroffice2john.py	john-data
stat	/usr/bin/stat	/usr/bin/stat	coreutils
statd_spike	/usr/bin/statd_spike	/usr/bin/statd_spike	spike
stdbuf	/usr/bin/stdbuf	/usr/bin/stdbuf	coreutils
stone-py	/usr/bin/stone-py	/usr/bin/stone-py	python3-stone
streamzip	/usr/bin/streamzip	/usr/bin/streamzip	perl
strings	/usr/bin/strings	/usr/bin/x86_64-linux-gnu-strings	binutils
strip	/usr/bin/strip	/usr/bin/x86_64-linux-gnu-strip	binutils
strip2john	/usr/bin/strip2john	/usr/share/john/strip2john.py	john-data
stty	/usr/bin/stty	/usr/bin/stty	coreutils
stunnel	/usr/bin/stunnel	/usr/bin/stunnel	stunnel
stunnel3	/usr/bin/stunnel3	/usr/bin/stunnel3	stunnel
stunnel4	/usr/bin/stunnel4	/usr/bin/stunnel	stunnel4
su	/usr/bin/su	/usr/bin/su	util-linux
sudo	/usr/bin/sudo	/usr/bin/sudo	sudo
sudoedit	/usr/bin/sudoedit	/usr/bin/sudo	sudo
sudoreplay	/usr/bin/sudoreplay	/usr/bin/sudoreplay	sudo
sum	/usr/bin/sum	/usr/bin/sum	coreutils
sunrpcfuzz	/usr/bin/sunrpcfuzz	/usr/bin/sunrpcfuzz	spike
swaks	/usr/bin/swaks	/usr/bin/swaks	swaks
sync	/usr/bin/sync	/usr/bin/sync	coreutils
syntax_suggest3.3	/usr/bin/syntax_suggest3.3	/usr/bin/syntax_suggest3.3	ruby3.3
systemctl	/usr/bin/systemctl	/usr/bin/systemctl	systemd
systemd-ac-power	/usr/bin/systemd-ac-power	/usr/bin/systemd-ac-power	systemd
systemd-analyze	/usr/bin/systemd-analyze	/usr/bin/systemd-analyze	systemd
systemd-ask-password	/usr/bin/systemd-ask-password	/usr/bin/systemd-ask-password	systemd
systemd-cat	/usr/bin/systemd-cat	/usr/bin/systemd-cat	systemd
systemd-cgls	/usr/bin/systemd-cgls	/usr/bin/systemd-cgls	systemd
systemd-cgtop	/usr/bin/systemd-cgtop	/usr/bin/systemd-cgtop	systemd
systemd-confext	/usr/bin/systemd-confext	/usr/bin/systemd-sysext	systemd
systemd-creds	/usr/bin/systemd-creds	/usr/bin/systemd-creds	systemd
systemd-delta	/usr/bin/systemd-delta	/usr/bin/systemd-delta	systemd
systemd-detect-virt	/usr/bin/systemd-detect-virt	/usr/bin/systemd-detect-virt	systemd
systemd-escape	/usr/bin/systemd-escape	/usr/bin/systemd-escape	systemd
systemd-firstboot	/usr/bin/systemd-firstboot	/usr/bin/systemd-firstboot	systemd
systemd-hwdb	/usr/bin/systemd-hwdb	/usr/bin/systemd-hwdb	udev
systemd-id128	/usr/bin/systemd-id128	/usr/bin/systemd-id128	systemd
systemd-inhibit	/usr/bin/systemd-inhibit	/usr/bin/systemd-inhibit	systemd
systemd-machine-id-setup	/usr/bin/systemd-machine-id-setup	/usr/bin/systemd-machine-id-setup	systemd
systemd-mount	/usr/bin/systemd-mount	/usr/bin/systemd-mount	systemd
systemd-mute-console	/usr/bin/systemd-mute-console	/usr/bin/systemd-mute-console	systemd
systemd-notify	/usr/bin/systemd-notify	/usr/bin/systemd-notify	systemd
systemd-path	/usr/bin/systemd-path	/usr/bin/systemd-path	systemd
systemd-pty-forward	/usr/bin/systemd-pty-forward	/usr/bin/systemd-pty-forward	systemd
systemd-run	/usr/bin/systemd-run	/usr/bin/systemd-run	systemd
systemd-socket-activate	/usr/bin/systemd-socket-activate	/usr/bin/systemd-socket-activate	systemd
systemd-stdio-bridge	/usr/bin/systemd-stdio-bridge	/usr/bin/systemd-stdio-bridge	systemd
systemd-sysext	/usr/bin/systemd-sysext	/usr/bin/systemd-sysext	systemd
systemd-sysinstall	/usr/bin/systemd-sysinstall	/usr/bin/systemd-sysinstall	systemd
systemd-sysusers	/usr/bin/systemd-sysusers	/usr/bin/systemd-sysusers	systemd
systemd-tmpfiles	/usr/bin/systemd-tmpfiles	/usr/bin/systemd-tmpfiles	systemd
systemd-tty-ask-password-agent	/usr/bin/systemd-tty-ask-password-agent	/usr/bin/systemd-tty-ask-password-agent	systemd
systemd-umount	/usr/bin/systemd-umount	/usr/bin/systemd-mount	systemd
systemd-vpick	/usr/bin/systemd-vpick	/usr/bin/systemd-vpick	systemd
tabs	/usr/bin/tabs	/usr/bin/tabs	ncurses-bin
tabulate	/usr/bin/tabulate	/usr/bin/tabulate	python3-tabulate
tac	/usr/bin/tac	/usr/bin/tac	coreutils
tail	/usr/bin/tail	/usr/bin/tail	coreutils
tar	/usr/bin/tar	/usr/bin/tar	tar
tasksel	/usr/bin/tasksel	/usr/bin/tasksel	tasksel
taskset	/usr/bin/taskset	/usr/bin/taskset	util-linux
tclsh8.6	/usr/bin/tclsh8.6	/usr/bin/tclsh8.6	tcl8.6
tclsh9.0	/usr/bin/tclsh9.0	/usr/bin/tclsh9.0	tcl9.0
tcpbridge	/usr/bin/tcpbridge	/usr/bin/tcpbridge	tcpreplay
tcpcapinfo	/usr/bin/tcpcapinfo	/usr/bin/tcpcapinfo	tcpreplay
tcpdump	/usr/bin/tcpdump	/usr/bin/tcpdump	tcpdump
tcpkill	/usr/bin/tcpkill	/usr/bin/tcpkill	dsniff
tcpliveplay	/usr/bin/tcpliveplay	/usr/bin/tcpliveplay	tcpreplay
tcpnice	/usr/bin/tcpnice	/usr/bin/tcpnice	dsniff
tcpprep	/usr/bin/tcpprep	/usr/bin/tcpprep	tcpreplay
tcpreplay	/usr/bin/tcpreplay	/usr/bin/tcpreplay	tcpreplay
tcpreplay-edit	/usr/bin/tcpreplay-edit	/usr/bin/tcpreplay-edit	tcpreplay
tcprewrite	/usr/bin/tcprewrite	/usr/bin/tcprewrite	tcpreplay
tee	/usr/bin/tee	/usr/bin/tee	coreutils
telegram2john	/usr/bin/telegram2john	/usr/share/john/telegram2john.py	john-data
telnet	/usr/bin/telnet	/usr/bin/inetutils-telnet	inetutils-telnet
tempfile	/usr/bin/tempfile	/usr/bin/tempfile	debianutils
teredo-mire	/usr/bin/teredo-mire	/usr/bin/teredo-mire	miredo
test	/usr/bin/test	/usr/bin/test	coreutils
testdisk	/usr/bin/testdisk	/usr/bin/testdisk	testdisk
testparm	/usr/bin/testparm	/usr/bin/testparm	samba-common-bin
text2pcap	/usr/bin/text2pcap	/usr/bin/text2pcap	wireshark-common
tezos2john	/usr/bin/tezos2john	/usr/share/john/tezos2john.py	john-data
tftp	/usr/bin/tftp	/usr/bin/tftp	tftp-hpa
thc-pptp-bruter	/usr/bin/thc-pptp-bruter	/usr/bin/thc-pptp-bruter	thc-pptp-bruter
theHarvester	/usr/bin/theHarvester	/usr/bin/theHarvester	theharvester
theharvester	/usr/bin/theharvester	/usr/bin/theharvester	theharvester
tic	/usr/bin/tic	/usr/bin/tic	ncurses-bin
tigerdeep	/usr/bin/tigerdeep	/usr/bin/tigerdeep	hashdeep
timed-read	/usr/bin/timed-read	/usr/bin/expect_timed-read	expect
timed-run	/usr/bin/timed-run	/usr/bin/expect_timed-run	expect
timedatectl	/usr/bin/timedatectl	/usr/bin/timedatectl	systemd
timeout	/usr/bin/timeout	/usr/bin/timeout	coreutils
tjbench	/usr/bin/tjbench	/usr/bin/tjbench	libjpeg-turbo-progs
tkconch3	/usr/bin/tkconch3	/usr/bin/tkconch3	python3-twisted
tknewsbiff	/usr/bin/tknewsbiff	/usr/bin/expect_tknewsbiff	expect
tkpasswd	/usr/bin/tkpasswd	/usr/bin/expect_tkpasswd	expect
tload	/usr/bin/tload	/usr/bin/tload	procps
tmux	/usr/bin/tmux	/usr/bin/tmux	tmux
tnftp	/usr/bin/tnftp	/usr/bin/tnftp	tnftp
toe	/usr/bin/toe	/usr/bin/toe	ncurses-bin
top	/usr/bin/top	/usr/bin/top	procps
touch	/usr/bin/touch	/usr/bin/touch	coreutils
tpm-nvsize	/usr/bin/tpm-nvsize	/usr/bin/tpm-nvsize	vboot-utils
tpmc	/usr/bin/tpmc	/usr/bin/tpmc	vboot-utils
tput	/usr/bin/tput	/usr/bin/tput	ncurses-bin
tqdm	/usr/bin/tqdm	/usr/bin/tqdm	python3-tqdm
tr	/usr/bin/tr	/usr/bin/tr	coreutils
traceproto	/usr/bin/traceproto	/usr/bin/traceproto.db	traceroute
traceproto.db	/usr/bin/traceproto.db	/usr/bin/traceproto.db	traceroute
traceroute	/usr/bin/traceroute	/usr/bin/traceroute.db	traceroute
traceroute-nanog	/usr/bin/traceroute-nanog	/usr/bin/traceroute-nanog	traceroute
traceroute.db	/usr/bin/traceroute.db	/usr/bin/traceroute.db	traceroute
traceroute6	/usr/bin/traceroute6	/usr/bin/traceroute.db	traceroute
traceroute6.db	/usr/bin/traceroute6.db	/usr/bin/traceroute.db	traceroute
tree	/usr/bin/tree	/usr/bin/tree	tree
trial3	/usr/bin/trial3	/usr/bin/trial3	python3-twisted
true	/usr/bin/true	/usr/bin/true	coreutils
truecrypt2john	/usr/bin/truecrypt2john	/usr/share/john/truecrypt2john.py	john-data
truncate	/usr/bin/truncate	/usr/bin/truncate	coreutils
tset	/usr/bin/tset	/usr/bin/tset	ncurses-bin
tshark	/usr/bin/tshark	/usr/bin/tshark	tshark
tsk_comparedir	/usr/bin/tsk_comparedir	/usr/bin/tsk_comparedir	sleuthkit
tsk_gettimes	/usr/bin/tsk_gettimes	/usr/bin/tsk_gettimes	sleuthkit
tsk_imageinfo	/usr/bin/tsk_imageinfo	/usr/bin/tsk_imageinfo	sleuthkit
tsk_loaddb	/usr/bin/tsk_loaddb	/usr/bin/tsk_loaddb	sleuthkit
tsk_recover	/usr/bin/tsk_recover	/usr/bin/tsk_recover	sleuthkit
tsort	/usr/bin/tsort	/usr/bin/tsort	coreutils
tty	/usr/bin/tty	/usr/bin/tty	coreutils
twist3	/usr/bin/twist3	/usr/bin/twist3	python3-twisted
twistd3	/usr/bin/twistd3	/usr/bin/twistd3	python3-twisted
typeprof3.3	/usr/bin/typeprof3.3	/usr/bin/typeprof3.3	ruby3.3
tzselect	/usr/bin/tzselect	/usr/bin/tzselect	libc-bin
ucf	/usr/bin/ucf	/usr/bin/ucf	ucf
ucfq	/usr/bin/ucfq	/usr/bin/ucfq	ucf
ucfr	/usr/bin/ucfr	/usr/bin/ucfr	ucf
uclampset	/usr/bin/uclampset	/usr/bin/uclampset	util-linux
udevadm	/usr/bin/udevadm	/usr/bin/udevadm	udev
udptunnel	/usr/bin/udptunnel	/usr/bin/udptunnel	udptunnel
umount	/usr/bin/umount	/usr/bin/umount	mount
uname	/usr/bin/uname	/usr/bin/uname	coreutils
unbuffer	/usr/bin/unbuffer	/usr/bin/expect_unbuffer	expect
uncompress	/usr/bin/uncompress	/usr/bin/gunzip	gzip
unexpand	/usr/bin/unexpand	/usr/bin/unexpand	coreutils
unicorn-magic	/usr/bin/unicorn-magic	/usr/bin/unicorn-magic	unicorn-magic
uniq	/usr/bin/uniq	/usr/bin/uniq	coreutils
unix-privesc-check	/usr/bin/unix-privesc-check	/usr/bin/unix-privesc-check	unix-privesc-check
unix2dos	/usr/bin/unix2dos	/usr/bin/unix2dos	dos2unix
unix2mac	/usr/bin/unix2mac	/usr/bin/unix2dos	dos2unix
unlink	/usr/bin/unlink	/usr/bin/unlink	coreutils
unmkinitramfs	/usr/bin/unmkinitramfs	/usr/bin/unmkinitramfs	initramfs-tools-bin
unrar	/usr/bin/unrar	/usr/bin/unrar-nonfree	unrar
unrar-nonfree	/usr/bin/unrar-nonfree	/usr/bin/unrar-nonfree	unrar
unshare	/usr/bin/unshare	/usr/bin/unshare	util-linux
