command	path	resolved_path	package
nslookup	/bin/nslookup	/usr/bin/nslookup	bind9-dnsutils
nstat	/bin/nstat	/usr/bin/nstat	iproute2
nsupdate	/bin/nsupdate	/usr/bin/nsupdate	bind9-dnsutils
ntfs-3g	/bin/ntfs-3g	/usr/bin/ntfs-3g	ntfs-3g
ntfs-3g.probe	/bin/ntfs-3g.probe	/usr/bin/ntfs-3g.probe	ntfs-3g
ntfscat	/bin/ntfscat	/usr/bin/ntfscat	ntfs-3g
ntfscluster	/bin/ntfscluster	/usr/bin/ntfscluster	ntfs-3g
ntfscmp	/bin/ntfscmp	/usr/bin/ntfscmp	ntfs-3g
ntfsdecrypt	/bin/ntfsdecrypt	/usr/bin/ntfsdecrypt	ntfs-3g
ntfsfallocate	/bin/ntfsfallocate	/usr/bin/ntfsfallocate	ntfs-3g
ntfsfix	/bin/ntfsfix	/usr/bin/ntfsfix	ntfs-3g
ntfsinfo	/bin/ntfsinfo	/usr/bin/ntfsinfo	ntfs-3g
ntfsls	/bin/ntfsls	/usr/bin/ntfsls	ntfs-3g
ntfsmove	/bin/ntfsmove	/usr/bin/ntfsmove	ntfs-3g
ntfsrecover	/bin/ntfsrecover	/usr/bin/ntfsrecover	ntfs-3g
ntfssecaudit	/bin/ntfssecaudit	/usr/bin/ntfssecaudit	ntfs-3g
ntfstruncate	/bin/ntfstruncate	/usr/bin/ntfstruncate	ntfs-3g
ntfsusermap	/bin/ntfsusermap	/usr/bin/ntfsusermap	ntfs-3g
ntfswipe	/bin/ntfswipe	/usr/bin/ntfswipe	ntfs-3g
ntlm2	/bin/ntlm2	/usr/bin/ntlm2	spike
ntlm_brute	/bin/ntlm_brute	/usr/bin/ntlm_brute	spike
numfmt	/bin/numfmt	/usr/bin/numfmt	coreutils
numpy-config	/bin/numpy-config	/usr/bin/numpy-config	python3-numpy
nxc	/bin/nxc	/usr/bin/nxc	netexec
nxcdb	/bin/nxcdb	/usr/bin/nxcdb	netexec
oLschema2ldif	/bin/oLschema2ldif	/usr/bin/oLschema2ldif	samba
obexctl	/bin/obexctl	/usr/bin/obexctl	bluez
objcopy	/bin/objcopy	/usr/bin/x86_64-linux-gnu-objcopy	binutils-x86-64-linux-gnu
objdump	/bin/objdump	/usr/bin/x86_64-linux-gnu-objdump	binutils-x86-64-linux-gnu
od	/bin/od	/usr/bin/od	coreutils
office2john	/bin/office2john	/usr/share/john/office2john.py	unowned
onesixtyone	/bin/onesixtyone	/usr/bin/onesixtyone	onesixtyone
open	/bin/open	/usr/bin/xdg-open	xdg-utils
openbsd_softraid2john	/bin/openbsd_softraid2john	/usr/share/john/openbsd_softraid2john.py	unowned
openssl	/bin/openssl	/usr/bin/openssl	openssl
openssl2john	/bin/openssl2john	/usr/share/john/openssl2john.py	unowned
out123	/bin/out123	/usr/bin/out123	mpg123
p7zip	/bin/p7zip	/usr/bin/p7zip	7zip
packetforge-ng	/bin/packetforge-ng	/usr/bin/packetforge-ng	aircrack-ng
padlock2john	/bin/padlock2john	/usr/share/john/padlock2john.py	unowned
pager	/bin/pager	/usr/bin/more	util-linux
partx	/bin/partx	/usr/bin/partx	util-linux
passmass	/bin/passmass	/usr/bin/expect_passmass	expect
passwd	/bin/passwd	/usr/bin/passwd	passwd
paste	/bin/paste	/usr/bin/paste	coreutils
patator	/bin/patator	/usr/bin/patator	patator
pathchk	/bin/pathchk	/usr/bin/pathchk	coreutils
pcap2john	/bin/pcap2john	/usr/share/john/pcap2john.py	unowned
pcf2vpnc	/bin/pcf2vpnc	/usr/bin/pcf2vpnc	vpnc
pdb3	/bin/pdb3	/usr/bin/pdb3.14	python3.14
pdb3.14	/bin/pdb3.14	/usr/bin/pdb3.14	python3.14
pdbedit	/bin/pdbedit	/usr/bin/pdbedit	samba
pdf-parser	/bin/pdf-parser	/usr/bin/pdf-parser	pdf-parser
pdf2john	/bin/pdf2john	/usr/share/john/pdf2john.pl	unowned
pdfid	/bin/pdfid	/usr/bin/pdfid	pdfid
peass	/bin/peass	/usr/bin/peass	peass
peekfd	/bin/peekfd	/usr/bin/peekfd	psmisc
pem2john	/bin/pem2john	/usr/share/john/pem2john.py	unowned
perl	/bin/perl	/usr/bin/perl	perl-base
perl5.42-x86_64-linux-gnu	/bin/perl5.42-x86_64-linux-gnu	/usr/bin/perl5.42-x86_64-linux-gnu	libperl5.42:amd64
perl5.42.2	/bin/perl5.42.2	/usr/bin/perl5.42.2	perl-base
perlbug	/bin/perlbug	/usr/bin/perlbug	perl
perldoc	/bin/perldoc	/usr/bin/perldoc	perl
perlivp	/bin/perlivp	/usr/bin/perlivp	perl
perlthanks	/bin/perlthanks	/usr/bin/perlthanks	perl
perror	/bin/perror	/usr/bin/perror	mariadb-client
pfx2john	/bin/pfx2john	/usr/share/john/pfx2john.py	unowned
pg_archivecleanup	/bin/pg_archivecleanup	/usr/share/postgresql-common/pg_wrapper	unowned
pg_backupcluster	/bin/pg_backupcluster	/usr/bin/pg_backupcluster	postgresql-common
pg_basebackup	/bin/pg_basebackup	/usr/share/postgresql-common/pg_wrapper	unowned
pg_config	/bin/pg_config	/usr/bin/pg_config	postgresql-common
pg_conftool	/bin/pg_conftool	/usr/bin/pg_conftool	postgresql-common
pg_createcluster	/bin/pg_createcluster	/usr/bin/pg_createcluster	postgresql-common
pg_ctlcluster	/bin/pg_ctlcluster	/usr/bin/pg_ctlcluster	postgresql-common
pg_dropcluster	/bin/pg_dropcluster	/usr/bin/pg_dropcluster	postgresql-common
pg_dump	/bin/pg_dump	/usr/share/postgresql-common/pg_wrapper	unowned
pg_dumpall	/bin/pg_dumpall	/usr/share/postgresql-common/pg_wrapper	unowned
pg_isready	/bin/pg_isready	/usr/share/postgresql-common/pg_wrapper	unowned
pg_lsclusters	/bin/pg_lsclusters	/usr/bin/pg_lsclusters	postgresql-common
pg_receivewal	/bin/pg_receivewal	/usr/share/postgresql-common/pg_wrapper	unowned
pg_receivexlog	/bin/pg_receivexlog	/usr/share/postgresql-common/pg_wrapper	unowned
pg_recvlogical	/bin/pg_recvlogical	/usr/share/postgresql-common/pg_wrapper	unowned
pg_renamecluster	/bin/pg_renamecluster	/usr/bin/pg_renamecluster	postgresql-common
pg_restore	/bin/pg_restore	/usr/share/postgresql-common/pg_wrapper	unowned
pg_restorecluster	/bin/pg_restorecluster	/usr/bin/pg_restorecluster	postgresql-common
pg_upgradecluster	/bin/pg_upgradecluster	/usr/bin/pg_upgradecluster	postgresql-common
pg_virtualenv	/bin/pg_virtualenv	/usr/bin/pg_virtualenv	postgresql-common
pgbench	/bin/pgbench	/usr/share/postgresql-common/pg_wrapper	unowned
pgpdisk2john	/bin/pgpdisk2john	/usr/share/john/pgpdisk2john.py	unowned
pgpsda2john	/bin/pgpsda2john	/usr/share/john/pgpsda2john.py	unowned
pgpwde2john	/bin/pgpwde2john	/usr/share/john/pgpwde2john.py	unowned
pgrep	/bin/pgrep	/usr/bin/pgrep	procps
phar	/bin/phar	/usr/bin/phar8.4.phar	php8.4-cli
phar.phar	/bin/phar.phar	/usr/bin/phar8.4.phar	php8.4-cli
phar.phar8.4	/bin/phar.phar8.4	/usr/bin/phar8.4.phar	php8.4-cli
phar8.4	/bin/phar8.4	/usr/bin/phar8.4.phar	php8.4-cli
phar8.4.phar	/bin/phar8.4.phar	/usr/bin/phar8.4.phar	php8.4-cli
photorec	/bin/photorec	/usr/bin/photorec	testdisk
php	/bin/php	/usr/bin/php8.4	php8.4-cli
php8.4	/bin/php8.4	/usr/bin/php8.4	php8.4-cli
piconv	/bin/piconv	/usr/bin/piconv	perl
pidof	/bin/pidof	/usr/sbin/killall5	sysvinit-utils
pidwait	/bin/pidwait	/usr/bin/pidwait	procps
pinky	/bin/pinky	/usr/bin/pinky	coreutils
pip	/bin/pip	/usr/bin/pip	python3-pip
pip3	/bin/pip3	/usr/bin/pip3	python3-pip
pipal	/bin/pipal	/usr/bin/pipal	pipal
pipx	/bin/pipx	/usr/bin/pipx	pipx
pixiewps	/bin/pixiewps	/usr/bin/pixiewps	pixiewps
pkill	/bin/pkill	/usr/bin/pgrep	procps
pl2pm	/bin/pl2pm	/usr/bin/pl2pm	perl
pldd	/bin/pldd	/usr/bin/pldd	libc-bin
plocate	/bin/plocate	/usr/bin/plocate	plocate
pmap	/bin/pmap	/usr/bin/pmap	procps
pmspike	/bin/pmspike	/usr/bin/pmspike	spike
pod2html	/bin/pod2html	/usr/bin/pod2html	perl
pod2man	/bin/pod2man	/usr/bin/pod2man	perl
pod2text	/bin/pod2text	/usr/bin/pod2text	perl
pod2usage	/bin/pod2usage	/usr/bin/pod2usage	perl
podchecker	/bin/podchecker	/usr/bin/podchecker	perl
podselect	/bin/podselect	/usr/bin/podselect	libpod-parser-perl
poetry-dynamic-versioning	/bin/poetry-dynamic-versioning	/usr/bin/poetry-dynamic-versioning	python3-poetry-dynamic-versioning
polenum	/bin/polenum	/usr/bin/polenum	polenum
post_fuzz	/bin/post_fuzz	/usr/bin/post_fuzz	spike
post_spike	/bin/post_spike	/usr/bin/post_spike	spike
powershell-empire	/bin/powershell-empire	/usr/bin/powershell-empire	powershell-empire
powersploit	/bin/powersploit	/usr/bin/powersploit	powersploit
pr	/bin/pr	/usr/bin/pr	coreutils
printenv	/bin/printenv	/usr/bin/printenv	coreutils
printf	/bin/printf	/usr/bin/printf	coreutils
prlimit	/bin/prlimit	/usr/bin/prlimit	util-linux
procan	/bin/procan	/usr/bin/procan	socat
profiles	/bin/profiles	/usr/bin/profiles	samba
prosody2john	/bin/prosody2john	/usr/share/john/prosody2john.py	unowned
prove	/bin/prove	/usr/bin/prove	perl
proxychains	/bin/proxychains	/usr/bin/proxychains4	proxychains4
proxychains4	/bin/proxychains4	/usr/bin/proxychains4	proxychains4
proxychains4-daemon	/bin/proxychains4-daemon	/usr/bin/proxychains4-daemon	proxychains4
proxytunnel	/bin/proxytunnel	/usr/bin/proxytunnel	proxytunnel
prtstat	/bin/prtstat	/usr/bin/prtstat	psmisc
ps	/bin/ps	/usr/bin/ps	procps
ps_token2john	/bin/ps_token2john	/usr/share/john/ps_token2john.py	unowned
pse2john	/bin/pse2john	/usr/share/john/pse2john.py	unowned
psk-crack	/bin/psk-crack	/usr/bin/psk-crack	ike-scan
pslog	/bin/pslog	/usr/bin/pslog	psmisc
psql	/bin/psql	/usr/share/postgresql-common/pg_wrapper	unowned
pstat	/bin/pstat	/usr/bin/pstat	sleuthkit
pstree	/bin/pstree	/usr/bin/pstree	psmisc
pstree.x11	/bin/pstree.x11	/usr/bin/pstree	psmisc
ptar	/bin/ptar	/usr/bin/ptar	perl
ptardiff	/bin/ptardiff	/usr/bin/ptardiff	perl
ptargrep	/bin/ptargrep	/usr/bin/ptargrep	perl
pth-curl	/bin/pth-curl	/usr/bin/pth-curl	passing-the-hash
pth-net	/bin/pth-net	/usr/bin/pth-net	passing-the-hash
pth-rpcclient	/bin/pth-rpcclient	/usr/bin/pth-rpcclient	passing-the-hash
pth-smbclient	/bin/pth-smbclient	/usr/bin/pth-smbclient	passing-the-hash
pth-smbget	/bin/pth-smbget	/usr/bin/pth-smbget	passing-the-hash
pth-sqsh	/bin/pth-sqsh	/usr/bin/pth-sqsh	passing-the-hash
pth-winexe	/bin/pth-winexe	/usr/bin/pth-winexe	passing-the-hash
pth-wmic	/bin/pth-wmic	/usr/bin/pth-wmic	passing-the-hash
pth-wmis	/bin/pth-wmis	/usr/bin/pth-wmis	passing-the-hash
ptx	/bin/ptx	/usr/bin/ptx	coreutils
publicsuffixlist-download	/bin/publicsuffixlist-download	/usr/bin/publicsuffixlist-download	python3-publicsuffixlist
pw-inspector	/bin/pw-inspector	/usr/bin/pw-inspector	hydra
pwd	/bin/pwd	/usr/bin/pwd	coreutils
pwdx	/bin/pwdx	/usr/bin/pwdx	procps
pwnat	/bin/pwnat	/usr/bin/pwnat	pwnat
pwsafe2john	/bin/pwsafe2john	/usr/share/john/pwsafe2john.py	unowned
pwsh	/bin/pwsh	/opt/microsoft/powershell/7/pwsh	unowned
py.test	/bin/py.test	/usr/bin/py.test	python3-pytest
py.test-3	/bin/py.test-3	/usr/bin/py.test	python3-pytest
py3clean	/bin/py3clean	/usr/bin/py3clean	python3-minimal
py3compile	/bin/py3compile	/usr/bin/py3compile	python3-minimal
py3versions	/bin/py3versions	/usr/share/python3/py3versions.py	unowned
pydoc	/bin/pydoc	/usr/bin/pydoc3.14	python3.14
pydoc3	/bin/pydoc3	/usr/bin/pydoc3.14	python3.14
pydoc3.14	/bin/pydoc3.14	/usr/bin/pydoc3.14	python3.14
pygettext3	/bin/pygettext3	/usr/bin/pygettext3.14	python3.14
pygettext3.14	/bin/pygettext3.14	/usr/bin/pygettext3.14	python3.14
pygmentize	/bin/pygmentize	/usr/bin/pygmentize	python3-pygments
pygrun	/bin/pygrun	/usr/bin/pygrun	python3-antlr4
pyhtmlizer3	/bin/pyhtmlizer3	/usr/bin/pyhtmlizer3	python3-twisted
pyi-archive_viewer	/bin/pyi-archive_viewer	/usr/bin/pyi-archive_viewer	pyinstaller
pyi-bindepend	/bin/pyi-bindepend	/usr/bin/pyi-bindepend	pyinstaller
pyi-grab_version	/bin/pyi-grab_version	/usr/bin/pyi-grab_version	pyinstaller
pyi-makespec	/bin/pyi-makespec	/usr/bin/pyi-makespec	pyinstaller
pyi-set_version	/bin/pyi-set_version	/usr/bin/pyi-set_version	pyinstaller
pyinstaller	/bin/pyinstaller	/usr/bin/pyinstaller	pyinstaller
pylnk3	/bin/pylnk3	/usr/bin/pylnk3	python3-pylnk3
pyobfuscate	/bin/pyobfuscate	/usr/bin/pyobfuscate	python3-obfuscator
pypykatz	/bin/pypykatz	/usr/bin/pypykatz	python3-pypykatz
pyspnego-parse	/bin/pyspnego-parse	/usr/bin/pyspnego-parse	python3-pyspnego
pytest	/bin/pytest	/usr/bin/pytest	python3-pytest
pytest-3	/bin/pytest-3	/usr/bin/pytest	python3-pytest
python	/bin/python	/usr/bin/python3.14	python3.14-minimal
python-dotenv	/bin/python-dotenv	/usr/bin/python-dotenv	python3-dotenv
python3	/bin/python3	/usr/bin/python3.14	python3.14-minimal
python3-config	/bin/python3-config	/usr/bin/x86_64-linux-gnu-python3.14-config	libpython3.14-dev:amd64
python3-qr	/bin/python3-qr	/usr/bin/python3-qr	python3-qrcode
python3.14	/bin/python3.14	/usr/bin/python3.14	python3.14-minimal
python3.14-config	/bin/python3.14-config	/usr/bin/x86_64-linux-gnu-python3.14-config	libpython3.14-dev:amd64
pyvnc.py	/bin/pyvnc.py	/usr/bin/pyvnc.py	python3-pyvnc
pywerview	/bin/pywerview	/usr/bin/pywerview	python3-pywerview
qphotorec	/bin/qphotorec	/usr/bin/qphotorec	testdisk
qr	/bin/qr	/usr/bin/python3-qr	python3-qrcode
qsslcaudit	/bin/qsslcaudit	/usr/bin/qsslcaudit	qsslcaudit
quake	/bin/quake	/usr/bin/quake	spike
quakeserver	/bin/quakeserver	/usr/bin/quakeserver	spike
r2	/bin/r2	/usr/bin/radare2	radare2
r2agent	/bin/r2agent	/usr/bin/r2agent	radare2
r2pm	/bin/r2pm	/usr/bin/r2pm	radare2
r2r	/bin/r2r	/usr/bin/r2r	radare2
r2sdb	/bin/r2sdb	/usr/bin/r2sdb	radare2
rabin2	/bin/rabin2	/usr/bin/rabin2	radare2
racc	/bin/racc	/usr/bin/racc	racc
racc3.3	/bin/racc3.3	/usr/bin/racc3.3	ruby3.3
radare2	/bin/radare2	/usr/bin/radare2	radare2
radiff2	/bin/radiff2	/usr/bin/radiff2	radare2
radius2john	/bin/radius2john	/usr/share/john/radius2john.py	unowned
rafind2	/bin/rafind2	/usr/bin/rafind2	radare2
ragg2	/bin/ragg2	/usr/bin/ragg2	radare2
rahash2	/bin/rahash2	/usr/bin/rahash2	radare2
rake	/bin/rake	/usr/bin/rake	rake
rake3.3	/bin/rake3.3	/usr/bin/rake3.3	ruby3.3
randpkt	/bin/randpkt	/usr/bin/randpkt	wireshark-common
ranlib	/bin/ranlib	/usr/bin/x86_64-linux-gnu-ranlib	binutils-x86-64-linux-gnu
rapatch2	/bin/rapatch2	/usr/bin/rapatch2	radare2
rarun2	/bin/rarun2	/usr/bin/rarun2	radare2
rasign2	/bin/rasign2	/usr/bin/rasign2	radare2
rasm2	/bin/rasm2	/usr/bin/rasm2	radare2
ravc2	/bin/ravc2	/usr/bin/ravc2	radare2
rawshark	/bin/rawshark	/usr/bin/rawshark	wireshark-common
rax2	/bin/rax2	/usr/bin/rax2	radare2
rbash	/bin/rbash	/usr/bin/bash	bash
rbs3.3	/bin/rbs3.3	/usr/bin/rbs3.3	ruby3.3
rctest	/bin/rctest	/usr/bin/rctest	bluez
rdbg	/bin/rdbg	/usr/bin/rdbg3.3	ruby3.3
rdbg3.3	/bin/rdbg3.3	/usr/bin/rdbg3.3	ruby3.3
rdjpgcom	/bin/rdjpgcom	/usr/bin/rdjpgcom	libjpeg-turbo-progs
rdma	/bin/rdma	/usr/bin/rdma	iproute2
rdoc	/bin/rdoc	/usr/bin/rdoc3.3	ruby3.3
rdoc3.3	/bin/rdoc3.3	/usr/bin/rdoc3.3	ruby3.3
readelf	/bin/readelf	/usr/bin/x86_64-linux-gnu-readelf	binutils-x86-64-linux-gnu
readlink	/bin/readlink	/usr/bin/readlink	coreutils
realpath	/bin/realpath	/usr/bin/realpath	coreutils
reaver	/bin/reaver	/usr/bin/reaver	reaver
recon-cli	/bin/recon-cli	/usr/bin/recon-cli	recon-ng
recon-ng	/bin/recon-ng	/usr/bin/recon-ng	recon-ng
recon-web	/bin/recon-web	/usr/bin/recon-web	recon-ng
register-python-argcomplete	/bin/register-python-argcomplete	/usr/bin/register-python-argcomplete	python3-argcomplete
reindexdb	/bin/reindexdb	/usr/share/postgresql-common/pg_wrapper	unowned
renice	/bin/renice	/usr/bin/renice	bsdutils
reordercap	/bin/reordercap	/usr/bin/reordercap	wireshark-common
replace	/bin/replace	/usr/bin/replace	mariadb-client
replay	/bin/replay	/usr/bin/replay	nikto
reset	/bin/reset	/usr/bin/tset	ncurses-bin
resolve_stack_dump	/bin/resolve_stack_dump	/usr/bin/resolve_stack_dump	mariadb-client
resolveip	/bin/resolveip	/usr/bin/resolveip	mariadb-server-core
responder-BrowserListener	/bin/responder-BrowserListener	/usr/share/responder/script	unowned
responder-FindSQLSrv	/bin/responder-FindSQLSrv	/usr/share/responder/script	unowned
responder-Icmp-Redirect	/bin/responder-Icmp-Redirect	/usr/share/responder/script	unowned
responder-MultiRelay	/bin/responder-MultiRelay	/usr/share/responder/script	unowned
responder-RunFinger	/bin/responder-RunFinger	/usr/share/responder/script	unowned
restfulHarvest	/bin/restfulHarvest	/usr/bin/restfulHarvest	theharvester
restic2john	/bin/restic2john	/usr/share/john/restic2john.py	unowned
rfcomm	/bin/rfcomm	/usr/bin/rfcomm	bluez
rgrep	/bin/rgrep	/usr/bin/rgrep	grep
ri	/bin/ri	/usr/bin/ri3.3	ruby3.3
ri3.3	/bin/ri3.3	/usr/bin/ri3.3	ruby3.3
rlogin-cwd	/bin/rlogin-cwd	/usr/bin/expect_rlogin-cwd	expect
rm	/bin/rm	/usr/bin/rm	coreutils
rmdir	/bin/rmdir	/usr/bin/rmdir	coreutils
rmiregistry	/bin/rmiregistry	/usr/lib/jvm/java-25-openjdk-amd64/bin/rmiregistry	unowned
rotatelogs	/bin/rotatelogs	/usr/bin/rotatelogs	apache2-utils
routel	/bin/routel	/usr/bin/routel	iproute2
rpcclient	/bin/rpcclient	/usr/bin/rpcclient	smbclient
rpcinfo	/bin/rpcinfo	/usr/bin/rpcinfo	rpcbind
rq	/bin/rq	/usr/bin/rq	python3-rq
rqinfo	/bin/rqinfo	/usr/bin/rqinfo	python3-rq
rqworker	/bin/rqworker	/usr/bin/rqworker	python3-rq
rrsync	/bin/rrsync	/usr/bin/rrsync	rsync
rsmangler	/bin/rsmangler	/usr/bin/rsmangler	rsmangler
rsync	/bin/rsync	/usr/bin/rsync	rsync
rsync-ssl	/bin/rsync-ssl	/usr/bin/rsync-ssl	rsync
rtstat	/bin/rtstat	/usr/bin/lnstat	iproute2
ruby	/bin/ruby	/usr/bin/ruby3.3	ruby3.3
ruby3.3	/bin/ruby3.3	/usr/bin/ruby3.3	ruby3.3
run-parts	/bin/run-parts	/usr/bin/run-parts	debianutils
run0	/bin/run0	/usr/bin/systemd-run	systemd
runcon	/bin/runcon	/usr/bin/runcon	coreutils
runscript	/bin/runscript	/usr/bin/runscript	minicom
rview	/bin/rview	/usr/bin/vim.basic	vim
rvim	/bin/rvim	/usr/bin/vim.basic	vim
rwinrm	/bin/rwinrm	/usr/bin/rwinrm	ruby-winrm
rwinrmcp	/bin/rwinrmcp	/usr/bin/rwinrmcp	ruby-winrm-fs
rzsh	/bin/rzsh	/usr/bin/zsh	zsh
sakis3g	/bin/sakis3g	/usr/bin/sakis3g	sakis3g
samba-log-parser	/bin/samba-log-parser	/usr/bin/samba-log-parser	samba-common-bin
samba-regedit	/bin/samba-regedit	/usr/bin/samba-regedit	samba-common-bin
samdump2	/bin/samdump2	/usr/bin/samdump2	samdump2
sap2john	/bin/sap2john	/usr/share/john/sap2john.pl	unowned
sasquatch	/bin/sasquatch	/usr/bin/sasquatch	sasquatch
sasquatch-v4be	/bin/sasquatch-v4be	/usr/bin/sasquatch-v4be	sasquatch
savelog	/bin/savelog	/usr/bin/savelog	debianutils
sbd	/bin/sbd	/usr/bin/sbd	sbd
scalar	/bin/scalar	/usr/bin/scalar	git
scalpel	/bin/scalpel	/usr/bin/scalpel	scalpel
scapy	/bin/scapy	/usr/bin/scapy	python3-scapy
scapy3	/bin/scapy3	/usr/bin/scapy	python3-scapy
scp	/bin/scp	/usr/bin/scp	openssh-client
scp1	/bin/scp1	/usr/bin/scp1	openssh-client-ssh1
screen	/bin/screen	/usr/bin/screen	screen
script	/bin/script	/usr/bin/script	bsdutils
scriptlive	/bin/scriptlive	/usr/bin/scriptlive	bsdutils
scriptreplay	/bin/scriptreplay	/usr/bin/scriptreplay	bsdutils
sdiff	/bin/sdiff	/usr/bin/sdiff	diffutils
sdptool	/bin/sdptool	/usr/bin/sdptool	bluez
se-toolkit	/bin/se-toolkit	/usr/bin/se-toolkit	set
searchsploit	/bin/searchsploit	/usr/bin/searchsploit	exploitdb
sed	/bin/sed	/usr/bin/sed	sed
select-default-iwrap	/bin/select-default-iwrap	/usr/bin/select-default-iwrap	dictionaries-common
select-editor	/bin/select-editor	/usr/bin/select-editor	sensible-utils
sendEmail	/bin/sendEmail	/usr/bin/sendEmail	sendemail
sendemail	/bin/sendemail	/usr/bin/sendEmail	sendemail
sendmsrpc	/bin/sendmsrpc	/usr/bin/sendmsrpc	spike
sense2john	/bin/sense2john	/usr/share/john/sense2john.py	unowned
sensible-browser	/bin/sensible-browser	/usr/bin/sensible-browser	sensible-utils
sensible-editor	/bin/sensible-editor	/usr/bin/sensible-editor	sensible-utils
sensible-pager	/bin/sensible-pager	/usr/bin/sensible-pager	sensible-utils
sensible-terminal	/bin/sensible-terminal	/usr/bin/sensible-terminal	sensible-utils
seq	/bin/seq	/usr/bin/seq	coreutils
setarch	/bin/setarch	/usr/bin/setarch	util-linux
setcifsacl	/bin/setcifsacl	/usr/bin/setcifsacl	cifs-utils
setoolkit	/bin/setoolkit	/usr/bin/setoolkit	set
setpriv	/bin/setpriv	/usr/bin/setpriv	util-linux
setsid	/bin/setsid	/usr/bin/setsid	util-linux
setterm	/bin/setterm	/usr/bin/setterm	util-linux
sftp	/bin/sftp	/usr/bin/sftp	openssh-client
sh	/bin/sh	/usr/bin/dash	dash
sha1deep	/bin/sha1deep	/usr/bin/sha1deep	hashdeep
sha1sum	/bin/sha1sum	/usr/bin/sha1sum	coreutils
sha224sum	/bin/sha224sum	/usr/bin/sha224sum	coreutils
sha256deep	/bin/sha256deep	/usr/bin/sha256deep	hashdeep
sha256sum	/bin/sha256sum	/usr/bin/sha256sum	coreutils
sha384sum	/bin/sha384sum	/usr/bin/sha384sum	coreutils
sha512sum	/bin/sha512sum	/usr/bin/sha512sum	coreutils
sharesec	/bin/sharesec	/usr/bin/sharesec	samba
sharkd	/bin/sharkd	/usr/bin/sharkd	wireshark-common
shasum	/bin/shasum	/usr/bin/shasum	perl
shodan	/bin/shodan	/usr/bin/shodan	python3-shodan
shred	/bin/shred	/usr/bin/shred	coreutils
shuf	/bin/shuf	/usr/bin/shuf	coreutils
sigfind	/bin/sigfind	/usr/bin/sigfind	sleuthkit
signal2john	/bin/signal2john	/usr/share/john/signal2john.py	unowned
sipdump2john	/bin/sipdump2john	/usr/share/john/sipdump2john.py	unowned
size	/bin/size	/usr/bin/x86_64-linux-gnu-size	binutils-x86-64-linux-gnu
skill	/bin/skill	/usr/bin/skill	procps
skipfish	/bin/skipfish	/usr/bin/skipfish	skipfish
slabtop	/bin/slabtop	/usr/bin/slabtop	procps
sleep	/bin/sleep	/usr/bin/sleep	coreutils
smb2-quota	/bin/smb2-quota	/usr/bin/smb2-quota	cifs-utils
smbcacls	/bin/smbcacls	/usr/bin/smbcacls	smbclient
smbclient	/bin/smbclient	/usr/bin/smbclient	smbclient
smbcontrol	/bin/smbcontrol	/usr/bin/smbcontrol	samba-common-bin
smbcquotas	/bin/smbcquotas	/usr/bin/smbcquotas	smbclient
smbget	/bin/smbget	/usr/bin/smbget	smbclient
smbinfo	/bin/smbinfo	/usr/bin/smbinfo	cifs-utils
smbmap	/bin/smbmap	/usr/bin/smbmap	smbmap
smbpasswd	/bin/smbpasswd	/usr/bin/smbpasswd	samba-common-bin
smbspool	/bin/smbspool	/usr/bin/smbspool	smbclient
smbstatus	/bin/smbstatus	/usr/bin/smbstatus	samba
smbtar	/bin/smbtar	/usr/bin/smbtar	smbclient
smbtree	/bin/smbtree	/usr/bin/smbtree	smbclient
snice	/bin/snice	/usr/bin/skill	procps
snmp-bridge-mib	/bin/snmp-bridge-mib	/usr/bin/snmp-bridge-mib	snmp
snmp-check	/bin/snmp-check	/usr/bin/snmp-check	snmpcheck
snmpbulkget	/bin/snmpbulkget	/usr/bin/snmpbulkget	snmp
snmpbulkwalk	/bin/snmpbulkwalk	/usr/bin/snmpbulkwalk	snmp
snmpcheck	/bin/snmpcheck	/usr/bin/snmpcheck	snmp
snmpconf	/bin/snmpconf	/usr/bin/snmpconf	snmp
snmpdelta	/bin/snmpdelta	/usr/bin/snmpdelta	snmp
snmpdf	/bin/snmpdf	/usr/bin/snmpdf	snmp
snmpget	/bin/snmpget	/usr/bin/snmpget	snmp
snmpgetnext	/bin/snmpgetnext	/usr/bin/snmpgetnext	snmp
snmpinform	/bin/snmpinform	/usr/bin/snmptrap	snmp
snmpkey	/bin/snmpkey	/usr/bin/snmpkey	libnet-snmp-perl
snmpnetstat	/bin/snmpnetstat	/usr/bin/snmpnetstat	snmp
snmpping	/bin/snmpping	/usr/bin/snmpping	snmp
snmpps	/bin/snmpps	/usr/bin/snmpps	snmp
snmpset	/bin/snmpset	/usr/bin/snmpset	snmp
snmpstatus	/bin/snmpstatus	/usr/bin/snmpstatus	snmp
snmptable	/bin/snmptable	/usr/bin/snmptable	snmp
snmptest	/bin/snmptest	/usr/bin/snmptest	snmp
snmptls	/bin/snmptls	/usr/bin/snmptls	snmp
snmptranslate	/bin/snmptranslate	/usr/bin/snmptranslate	snmp
snmptrap	/bin/snmptrap	/usr/bin/snmptrap	snmp
snmpusm	/bin/snmpusm	/usr/bin/snmpusm	snmp
snmpvacm	/bin/snmpvacm	/usr/bin/snmpvacm	snmp
snmpwalk	/bin/snmpwalk	/usr/bin/snmpwalk	snmp
socat	/bin/socat	/usr/bin/socat1	socat
socat-broker.sh	/bin/socat-broker.sh	/usr/bin/socat-broker.sh	socat
