libpython3-stdlib:amd64	3.14.6-1	ii 
libpython3.13-minimal:amd64	3.13.15-1	ii 
libpython3.13-stdlib:amd64	3.13.15-1	ii 
libpython3.13:amd64	3.13.15-1	ii 
libpython3.14-dev:amd64	3.14.6-1	ii 
libpython3.14-minimal:amd64	3.14.6-1	ii 
libpython3.14-stdlib:amd64	3.14.6-1	ii 
libpython3.14:amd64	3.14.6-1	ii 
libqt5core5t64:amd64	5.15.19+dfsg-4	ii 
libqt5dbus5t64:amd64	5.15.19+dfsg-4	ii 
libqt5gui5t64:amd64	5.15.19+dfsg-4	ii 
libqt5network5t64:amd64	5.15.19+dfsg-4	ii 
libqt5widgets5t64:amd64	5.15.19+dfsg-4	ii 
libqt6core5compat6:amd64	6.10.2-4	ii 
libqt6core6t64:amd64	6.10.2+dfsg-16	ii 
libqt6dbus6:amd64	6.10.2+dfsg-16	ii 
libqt6gui6:amd64	6.10.2+dfsg-16	ii 
libqt6multimedia6:amd64	6.10.2-6	ii 
libqt6network6:amd64	6.10.2+dfsg-16	ii 
libqt6opengl6:amd64	6.10.2+dfsg-16	ii 
libqt6printsupport6:amd64	6.10.2+dfsg-16	ii 
libqt6qml6:amd64	6.10.2+dfsg-6	ii 
libqt6qmlmeta6:amd64	6.10.2+dfsg-6	ii 
libqt6qmlmodels6:amd64	6.10.2+dfsg-6	ii 
libqt6qmlworkerscript6:amd64	6.10.2+dfsg-6	ii 
libqt6quick6:amd64	6.10.2+dfsg-6	ii 
libqt6svg6:amd64	6.10.2-9	ii 
libqt6widgets6:amd64	6.10.2+dfsg-16	ii 
libquadmath0:amd64	16.2.0-1	ii 
librabbitmq4:amd64	0.17.0-1	ii 
libradare2-6.0.0t64:amd64	6.0.4+dfsg-1	ii 
libradare2-common	6.0.4+dfsg-1	ii 
libraqm0:amd64	0.10.5-1	ii 
librav1e0.8:amd64	0.8.1-11	ii 
libre2-11:amd64	20251105-1+b2	ii 
libreadline8t64:amd64	8.3-4	ii 
libregexp-ipv6-perl	0.03-3	ii 
librist4:amd64	0.2.20+dfsg-1	ii 
librsvg2-2:amd64	2.62.1+dfsg-1	ii 
librtlsdr0:amd64	2.0.2-2+b2	ii 
librtmp1:amd64	2.6-1	ii 
libruby3.3:amd64	3.3.8-2.2	ii 
libruby:amd64	1:3.3+b1	ii 
libsamplerate0:amd64	0.2.2-4+b3	ii 
libsasl2-2:amd64	2.1.28+dfsg1-11	ii 
libsasl2-modules-db:amd64	2.1.28+dfsg1-11	ii 
libsbc1:amd64	2.1-1+b2	ii 
libsdl2-2.0-0:amd64	2.32.70+ds-2	ii 
libsdl2-image-2.0-0:amd64	2.8.12+dfsg-2	ii 
libsdl2-mixer-2.0-0:amd64	2.8.2+dfsg-1	ii 
libsdl2-ttf-2.0-0:amd64	2.24.0+dfsg-3+b1	ii 
libsdl3-0:amd64	3.4.14+ds-2	ii 
libseccomp2:amd64	2.6.1-1	ii 
libselinux1:amd64	3.11-2	ii 
libsemanage-common	3.11-1	ii 
libsemanage2:amd64	3.11-1	ii 
libsensors-config	1:3.6.2-2	ii 
libsensors5:amd64	1:3.6.2-2+b2	ii 
libsepol2:amd64	3.11-1	ii 
libserd-0-0:amd64	0.32.10-2	ii 
libserf-1-1:amd64	1.3.10-4	ii 
libsframe3:amd64	2.47-2	ii 
libsharpyuv0:amd64	1.5.0-0.1+b2	ii 
libshine3:amd64	3.1.1-4	ii 
libsm6:amd64	2:1.2.6-1+b2	ii 
libsmartcols1:amd64	2.42.2-2	ii 
libsmbclient0:amd64	2:4.24.5+dfsg-1	ii 
libsmi2t64:amd64	0.4.8+dfsg2-18+b1	ii 
libsnappy1v5:amd64	1.2.2-2+b2	ii 
libsndfile1:amd64	1.2.2-4+b1	ii 
libsnmp-base	5.9.5.2+dfsg-2.1	ii 
libsnmp45:amd64	5.9.5.2+dfsg-2.1+b2	ii 
libsocket6-perl	0.29-3+b5	ii 
libsodium26:amd64	1.0.22-2	ii 
libsord-0-0:amd64	0.16.22-1	ii 
libsoxr0:amd64	0.1.3-4.1+b1	ii 
libspa-0.2-modules:amd64	1.6.8-1	ii 
libspandsp2t64:amd64	0.0.6+dfsg-2.2+b2	ii 
libspeex1:amd64	1.2.1-3+b2	ii 
libspeexdsp1:amd64	1.2.1-4	ii 
libsqlite3-0:amd64	3.53.4-2	ii 
libsratom-0-0:amd64	0.6.22-1	ii 
libsrt1.5-gnutls:amd64	1.5.6-1	ii 
libssh-4:amd64	0.12.2-1	ii 
libssh2-1t64:amd64	1.11.1-6	ii 
libssl3t64:amd64	3.6.3-1	ii 
libstdc++-15-dev:amd64	15.3.0-2	ii 
libstdc++6:amd64	16.2.0-1	ii 
libstring-crc32-perl	2.100-2+b4	ii 
libstring-random-perl	1:0.32-2	ii 
libsvn1:amd64	1.14.5-6+b1	ii 
libsvtav1enc4:amd64	4.1.0+dfsg-1	ii 
libswresample6:amd64	7:8.1.2-2+b3	ii 
libswscale9:amd64	7:8.1.2-2+b3	ii 
libsybdb5:amd64	1.5.5+ds-1+b2	ii 
libsyn123-0t64:amd64	1.33.7-1	ii 
libsystemd-shared:amd64	261.2-1	ii 
libsystemd0:amd64	261.2-1	ii 
libtalloc2:amd64	2:2.4.4+samba4.24.5+dfsg-1	ii 
libtasn1-6:amd64	4.21.0-2+b1	ii 
libtbb12:amd64	2023.1.0-2	ii 
libtbbbind-2-5:amd64	2023.1.0-2	ii 
libtbbmalloc2:amd64	2023.1.0-2	ii 
libtcl8.6:amd64	8.6.18+dfsg-1	ii 
libtcl9.0:amd64	9.0.4+dfsg-1	ii 
libtdb1:amd64	2:1.4.15+samba4.24.5+dfsg-1	ii 
libtevent0t64:amd64	2:0.17.1+samba4.24.5+dfsg-1	ii 
libtext-charwidth-perl:amd64	0.04-12+b1	ii 
libtext-iconv-perl:amd64	1.7-9+b1	ii 
libtext-wrapi18n-perl	0.06-11	ii 
libthai-data	0.1.30-3	ii 
libthai0:amd64	0.1.30-3	ii 
libtheoradec2:amd64	1.2.0+dfsg-6+b2	ii 
libtheoraenc2:amd64	1.2.0+dfsg-6+b2	ii 
libtiff6:amd64	4.7.2-1	ii 
libtimedate-perl	2.3500-1	ii 
libtinfo6:amd64	6.6+20260608-2	ii 
libtirpc-common	1.3.7+ds-1	ii 
libtirpc3t64:amd64	1.3.7+ds-1	ii 
libtk8.6:amd64	8.6.18-1	ii 
libtommath1:amd64	1.3.0-1+b2	ii 
libtry-tiny-perl	0.32-1	ii 
libts0t64:amd64	1.22-1.1+b2	ii 
libtsan2:amd64	16.2.0-1	ii 
libtsk23:amd64	4.14.0+dfsg-0kali1	ii 
libturbojpeg0:amd64	1:3.1.3-4	ii 
libtwolame0:amd64	0.4.0-3	ii 
libubertooth1:amd64	2020.12.R1-0kali3	ii 
libubsan1:amd64	16.2.0-1	ii 
libudev1:amd64	261.2-1	ii 
libudfread3:amd64	1.2.0-3	ii 
libunistring5:amd64	1.4.2-1	ii 
libunsafessl1.0.2:amd64	1.0.2u-0kali2	ii 
liburcu8t64:amd64	0.15.6-1+b1	ii 
liburi-perl	5.35-1	ii 
liburing2:amd64	2.15-1	ii 
liburiparser1:amd64	1.0.1+dfsg-1	ii 
libusb-1.0-0:amd64	2:1.0.30-1	ii 
libutf8proc3:amd64	2.11.3-2	ii 
libuuid1:amd64	2.42.2-2	ii 
libuv1t64:amd64	1.52.1-4	ii 
libva-drm2:amd64	2.24.1-2	ii 
libva-x11-2:amd64	2.24.1-2	ii 
libva2:amd64	2.24.1-2	ii 
libvdpau1:amd64	1.5-4+b1	ii 
libvhdi1:amd64	20251119-2	ii 
libvmdk1:amd64	20240510-2+b2	ii 
libvorbis0a:amd64	1.3.7-3+b2	ii 
libvorbisenc2:amd64	1.3.7-3+b2	ii 
libvorbisfile3:amd64	1.3.7-3+b2	ii 
libvpl2	1:2.16.0-1	ii 
libvpx12:amd64	1.16.0-3	ii 
libvslvm1t64:amd64	20240504-2+b2	ii 
libvulkan1:amd64	1.4.357.0-1	ii 
libwacom-common	2.18.0-1	ii 
libwacom9:amd64	2.18.0-1	ii 
libwayland-client0:amd64	1.26.0-1	ii 
libwayland-cursor0:amd64	1.26.0-1	ii 
libwayland-egl1:amd64	1.26.0-1	ii 
libwbclient0:amd64	2:4.24.5+dfsg-1	ii 
libwebp7:amd64	1.5.0-0.1+b2	ii 
libwebpdemux2:amd64	1.5.0-0.1+b2	ii 
libwebpmux3:amd64	1.5.0-0.1+b2	ii 
libwebrtc-audio-processing-1-3:amd64	1.3-3+b3	ii 
libwebsockets19t64:amd64	4.3.5-6	ii 
libwhisker2-perl	2.5-1.3	ii 
libwinpr3-3:amd64	3.31.0+dfsg-1	ii 
libwireshark-data	4.6.6-1	ii 
libwireshark19:amd64	4.6.6-1	ii 
libwiretap16:amd64	4.6.6-1	ii 
libwrap0:amd64	7.6.q-37	ii 
libwsutil17:amd64	4.6.6-1	ii 
libwtmpdb0	0.75.0-6	ii 
libwww-mechanize-perl	2.22-1	ii 
libwww-perl	6.83-1	ii 
libwww-robotrules-perl	6.03-1	ii 
libx11-6:amd64	2:1.8.13-1	ii 
libx11-data	2:1.8.13-1	ii 
libx11-xcb1:amd64	2:1.8.13-1	ii 
libx264-165:amd64	2:0.165.3223+git20250910.0480cb0-1	ii 
libx265-216:amd64	4.2-3	ii 
libxau6:amd64	1:1.0.11-1+b2	ii 
libxaw7:amd64	2:1.0.16-1+b2	ii 
libxcb-cursor0:amd64	0.1.6-1	ii 
libxcb-dri3-0:amd64	1.17.0-2+b2	ii 
libxcb-glx0:amd64	1.17.0-2+b2	ii 
libxcb-icccm4:amd64	0.4.2-1+b2	ii 
libxcb-image0:amd64	0.4.0-2+b3	ii 
libxcb-keysyms1:amd64	0.4.1-1+b2	ii 
libxcb-present0:amd64	1.17.0-2+b2	ii 
libxcb-randr0:amd64	1.17.0-2+b2	ii 
libxcb-render-util0:amd64	0.3.10-1+b2	ii 
libxcb-render0:amd64	1.17.0-2+b2	ii 
libxcb-shape0:amd64	1.17.0-2+b2	ii 
libxcb-shm0:amd64	1.17.0-2+b2	ii 
libxcb-sync1:amd64	1.17.0-2+b2	ii 
libxcb-util1:amd64	0.4.1-1+b2	ii 
libxcb-xfixes0:amd64	1.17.0-2+b2	ii 
libxcb-xinerama0:amd64	1.17.0-2+b2	ii 
libxcb-xinput0:amd64	1.17.0-2+b2	ii 
libxcb-xkb1:amd64	1.17.0-2+b2	ii 
libxcb1:amd64	1.17.0-2+b2	ii 
libxcomposite1:amd64	1:0.4.6-1+b2	ii 
libxcursor1:amd64	1:1.2.3-1+b2	ii 
libxdamage1:amd64	1:1.1.7-1+b1	ii 
libxdmcp6:amd64	1:1.1.5-2+b1	ii 
libxext6:amd64	2:1.3.4-1+b4	ii 
libxfixes3:amd64	1:6.0.0-2+b5	ii 
libxft2:amd64	2.3.6-1+b5	ii 
libxi6:amd64	2:1.8.3-1	ii 
libxinerama1:amd64	2:1.1.4-3+b5	ii 
libxkbcommon-x11-0:amd64	1.13.1-1	ii 
libxkbcommon0:amd64	1.13.1-1	ii 
libxkbfile1:amd64	1:1.1.0-1+b5	ii 
libxm4:amd64	2.3.8-5+b2	ii 
libxml-dom-perl	1.46-2	ii 
libxml-libxml-perl	2.0207+dfsg+really+2.0134-8+b1	ii 
libxml-namespacesupport-perl	1.12-2	ii 
libxml-parser-perl	2.47-2+b1	ii 
libxml-perl	0.08-4	ii 
libxml-regexp-perl	0.04-2	ii 
libxml-sax-base-perl	1.09-3	ii 
libxml-sax-perl	1.02+dfsg-5	ii 
libxml-writer-perl	0.900-2	ii 
libxml2-16:amd64	2.15.3+dfsg-1+b1	ii 
libxml2-utils	2.15.3+dfsg-1+b1	ii 
libxmp4:amd64	4.7.2-1	ii 
libxmu6:amd64	2:1.1.3-4+b1	ii 
libxmuu1:amd64	2:1.1.3-4+b1	ii 
libxnnpack0.20241108:amd64	0.0~git20241108.4ea82e5-2+b1	ii 
libxnvctrl0:amd64	535.171.04-1+b3	ii 
libxpm4:amd64	1:3.5.19-1	ii 
libxrandr2:amd64	2:1.5.4-1+b4	ii 
libxrender1:amd64	1:0.9.12-1+b2	ii 
libxres1:amd64	2:1.2.1-2	ii 
libxshmfence1:amd64	1.3.3-1+b2	ii 
libxslt1.1:amd64	1.1.45-0.1	ii 
libxss1:amd64	1:1.2.3-1+b4	ii 
libxt6t64:amd64	1:1.2.1-1.3+b2	ii 
libxtables12:amd64	1.8.13-1	ii 
libxtst6:amd64	2:1.2.5-1+b2	ii 
libxv1:amd64	2:1.0.13-1+b1	ii 
libxvidcore4:amd64	2:1.3.7-3+b2	ii 
libxxf86dga1:amd64	2:1.1.5-1+b4	ii 
libxxf86vm1:amd64	1:1.1.4-2+b1	ii 
libxxhash0:amd64	0.8.3-2+b2	ii 
libyaml-0-2:amd64	0.2.5-2+b1	ii 
libyuv0:amd64	0.0.1949.20260706-1	ii 
libz3-4:amd64	4.13.3-1.1	ii 
libzip5:amd64	1.11.4-2+b1	ii 
libzix-0-0:amd64	0.8.2-1	ii 
libzmq5:amd64	4.3.5-1+b7	ii 
libzopfli1	1.0.3-3	ii 
libzstd1:amd64	1.5.7+dfsg-4	ii 
libzvbi-common	0.2.45-1	ii 
libzvbi0t64:amd64	0.2.45-1	ii 
linux-base	4.16	ii 
linux-libc-dev	7.1.5-1kali1	ii 
llvm-21-linker-tools	1:21.1.8-10	ii 
llvm-spirv-21	21.1.5-1	ii 
locales	2.43-4	ii 
login	1:4.16.0-2+really2.42.2-2	ii 
login.defs	1:4.19.3-2	ii 
logsave	1.47.4-1+b1	ii 
lsof	4.99.4+dfsg-2	ii 
macchanger	1.7.0-6	ii 
magicrescue	1.1.10+dfsg-3	ii 
mariadb-client	1:11.8.8-1	ii 
mariadb-client-core	1:11.8.8-1	ii 
mariadb-common	1:11.8.8-1	ii 
mariadb-server	1:11.8.8-1	ii 
mariadb-server-compat	1:11.8.8-1	ii 
mariadb-server-core	1:11.8.8-1	ii 
maskprocessor	0.73+git20170609.1708898-4	ii 
masscan	2:1.3.2+ds1-2	ii 
mawk	1.3.4.20260302-1	ii 
media-types	14.0.0	ii 
mesa-libgallium:amd64	26.1.6-1	ii 
metasploit-framework	6.5.3-0kali1	ii 
mimikatz	2.2.0-git20220919-0kali1	ii 
mingw-w64-common	14.0.0-1	ii 
mingw-w64-i686-dev	14.0.0-1	ii 
mingw-w64-x86-64-dev	14.0.0-1	ii 
minicom	2.11.1-2	ii 
miredo	1.2.6-7.2	ii 
mitmproxy	12.2.3-0kali3	ii 
mount	2.42.2-2	ii 
mpg123	1.33.7-1	ii 
msfpc	1.4.5-0kali3	ii 
multimac	1.0.3-1kali4	ii 
mysql-common	5.8+1.1.1	ii 
nasm	3.01-1	ii 
nbtscan	1.7.2-3	ii 
ncrack	0.7+debian-6	ii 
ncurses-base	6.6+20260608-2	ii 
ncurses-bin	6.6+20260608-2	ii 
ncurses-hexedit	0.9.7+orig-7.3	ii 
ncurses-term	6.6+20260608-2	ii 
net-tools	2.10-2	ii 
netbase	6.5	ii 
netcat-traditional	1.10-50.1	ii 
netdiscover	0.21-1	ii 
netexec	1.5.1-0kali2	ii 
netmask	2.5.0-1	ii 
netsed	1.4-1	ii 
netsniff-ng	0.6.9-2+b1	ii 
nfs-common	1:2.9.2-1	ii 
nginx	1.30.4-5	ii 
nginx-common	1.30.4-5	ii 
ngrep	1.47+ds1-8	ii 
nikto	1:2.6.1-0kali1	ii 
nmap	7.99+dfsg-1kali1	ii 
nmap-common	7.99+dfsg-1kali1	ii 
node-normalize.css	8.0.1-5.1	ii 
ntfs-3g	1:2026.7.7-2	ii 
ocl-icd-libopencl1:amd64	2.3.4-1+b1	ii 
onesixtyone	0.3.4-1	ii 
openjdk-25-jre-headless:amd64	25.0.4+7-1	ii 
openjdk-25-jre:amd64	25.0.4+7-1	ii 
openssh-client	1:10.4p1-5	ii 
openssh-client-ssh1	1:7.5p1-18	ii 
openssh-common	1:10.4p1-5	ii 
openssh-server	1:10.4p1-5	ii 
openssh-sftp-server	1:10.4p1-5	ii 
openssl	3.6.3-1	ii 
openssl-provider-legacy	3.6.3-1	ii 
openvpn	2.7.5-1	ii 
oracle-instantclient-basic	19.6.0.0.0-0kali5	ii 
parted	3.7-1	ii 
passing-the-hash	0~2015.12.37+b1	ii 
passwd	1:4.19.3-2	ii 
patator	1.1.0-1	ii 
pci.ids	0.0~2026.07.21-1	ii 
pdf-parser	0.7.14-0kali1	ii 
pdfid	0.2.10-0kali1	ii 
peass	20260824.e872d65c-0kali1	ii 
perl	5.42.2-3	ii 
perl-base	5.42.2-3	ii 
perl-modules-5.42	5.42.2-3	ii 
perl-openssl-defaults:amd64	7+b2	ii 
php	2:8.4+99	ii 
php-common	2:99	ii 
php-mysql	2:8.4+99	ii 
php8.4	8.4.24-1	ii 
php8.4-cli	8.4.24-1	ii 
php8.4-common	8.4.24-1	ii 
php8.4-mysql	8.4.24-1	ii 
php8.4-opcache	8.4.24-1	ii 
php8.4-readline	8.4.24-1	ii 
pipal	3.4.0-0kali1	ii 
pipx	1.15.0-1	ii 
pixiewps	1.4.2-5	ii 
plocate	1.1.24-1	ii 
pocl-opencl-icd:amd64	7.1-9	ii 
polenum	1.7-1	ii 
postgresql	18+290	ii 
postgresql-18	18.6-3	ii 
postgresql-client-18	18.6-3	ii 
postgresql-client-common	290	ii 
postgresql-common	290	ii 
powershell	7.6.2-1.deb	ii 
powershell-empire	6.6.0-0kali1	ii 
powersploit	3.0.0+git20200817.d943001-0kali1	ii 
procps	2:4.0.6-3	ii 
proxychains4	4.17-3.1	ii 
proxytunnel	1.13.0-2	ii 
psmisc	23.7-2	ii 
ptunnel	0.72-4	ii 
publicsuffix	20260725.1419-1	ii 
pwnat	0.3.0-0kali2	ii 
pyinstaller	6.19.0+ds-2	ii 
pyinstaller-hooks-contrib	2026.6-1	ii 
python-is-python3	3.13.3-1	ii 
python-tinycss2-common	1.5.1-5	ii 
python3	3.14.6-1	ii 
python3-aardwolf	0.2.8-0kali3+b2	ii 
python3-adblockparser	0.7-0kali1	ii 
python3-aesedb	0.1.4-0kali1	ii 
python3-aiocmd	0.1.2-0kali1	ii 
python3-aioconsole	0.8.2-2	ii 
python3-aiodns	4.0.0-0.1	ii 
python3-aiofiles	25.1.0-2	ii 
python3-aiohappyeyeballs	2.7.1-1	ii 
python3-aiohttp	3.14.1-4	ii 
python3-aiohttp-socks	0.11.0-1	ii 
python3-aiomultiprocess	0.9.1-0kali1	ii 
python3-aioquic	1.3.0-1	ii 
python3-aiosignal	1.4.0-1	ii 
python3-aiosmb	0.4.4-0kali2	ii 
python3-aiosqlite	0.21.0-1	ii 
python3-aiowinreg	0.0.7-0kali1	ii 
python3-ajpy	0.0.5-3	ii 
python3-alembic	1.18.4-2	ii 
python3-altgraph	0.17.5+ds-1	ii 
python3-aniso8601	10.0.1-1	ii 
python3-annotated-doc	0.0.4-2	ii 
python3-annotated-types	0.8.0-1	ii 
python3-antlr4	4.9.2-1	ii 
python3-anyio	4.12.1-3	ii 
python3-arc4	0.4.0-0kali1	ii 
python3-argcomplete	3.7.0-1	ii 
python3-argon2	25.1.0-4	ii 
python3-argon2-cffi-bindings	26.1.0-1	ii 
python3-asciitree	0.3.3-4	ii 
python3-asgiref	3.12.1-1	ii 
python3-asn1crypto	1.5.1-3	ii 
python3-asn1tools	0.166.0-0kali3	ii 
python3-asyauth	0.0.20-0kali1	ii 
python3-async-timeout	5.0.1-4	ii 
python3-asysocks	0.2.12-0kali1	ii 
python3-attr	26.1.0-1	ii 
python3-autocommand	2.2.2-4	ii 
python3-automat	25.4.16-1	ii 
python3-backoff	2.2.1-2	ii 
python3-bcrypt	5.0.0-6+b1	ii 
python3-bidict	0.23.1-2	ii 
python3-binwalk	2.4.3+dfsg1-3	ii 
python3-bitstruct	8.22.1-1+b1	ii 
python3-blinker	1.9.0-2	ii 
python3-brotli	1.2.0-4+b1	ii 
python3-bs4	4.15.0-1	ii 
python3-censys	2.2.19-2	ii 
python3-certifi	2026.7.22+ds-1	ii 
python3-cffi	2.1.1-1	ii 
python3-cffi-backend:amd64	2.1.1-1+b1	ii 
python3-chardet	5.2.0+dfsg-2	ii 
python3-charset-normalizer	3.4.7-2+b1	ii 
python3-cheroot	11.1.2+ds1-2	ii 
python3-cherrypy-cors	1.7.0-0kali1	ii 
python3-cherrypy3	18.10.0-3	ii 
python3-click	8.3.3-2	ii 
python3-colorama	0.4.6-5	ii 
python3-constantly	23.10.4-2	ii 
python3-croniter	6.0.0-3	ii 
python3-cryptography	47.0.0-1	ii 
python3-cssselect2	0.9.0-3	ii 
python3-dateutil	2.9.0-5	ii 
python3-decorator	5.2.1-2	ii 
python3-defusedxml	0.7.1-3	ii 
python3-deprecated	1.3.1-1	ii 
python3-dev	3.14.6-1	ii 
python3-dicttoxml	1.7.16-2	ii 
python3-discovery	1.4.2-1	ii 
python3-distlib	0.4.0-1	ii 
python3-dnslib	0.9.25-1	ii 
python3-dnspython	2.8.0-5	ii 
python3-docopt	0.6.2-7	ii 
python3-docx	1.2.0+dfsg-4	ii 
python3-donut	1.1-0kali3+b1	ii 
python3-dotenv	1.2.1-2	ii 
python3-dploot	3.1.2-0kali1	ii 
python3-dropbox	12.2.1-1	ii 
python3-dsinternals	1.2.4+git20230301.edb3fc8-0kali1	ii 
python3-dunamai	1.26.1-1	ii 
python3-email-validator	2.2.0-1	ii 
python3-engineio	4.13.0-2	ii 
python3-et-xmlfile	2.0.0-2	ii 
python3-exifread	3.0.0-1	ii 
python3-fastapi	0.135.3-1	ii 
python3-filelock	3.32.2-1	ii 
python3-flasgger	0.9.7.2~dev2+dfsg-4	ii 
python3-flask	3.1.3-4	ii 
python3-flask-restful	0.3.10-7	ii 
python3-flask-socketio	5.6.1-0.1	ii 
python3-fonttools	4.62.1-7+b1	ii 
python3-frozenlist	1.8.0-3+b1	ii 
python3-gexf	0.2.2+git20150530-0kali2	ii 
python3-greenlet	3.3.2-4+b1	ii 
python3-gssapi	1.11.1-2	ii 
python3-h11	0.16.0-2	ii 
python3-h2	4.3.0-2	ii 
python3-hamcrest	2.1.0-4	ii 
python3-hpack	4.0.0-4	ii 
python3-html5lib	1.2-4	ii 
python3-httpagentparser	1.9.1-0kali1	ii 
python3-httpcore	1.0.9-1.1	ii 
python3-httpx	0.28.1-1.1	ii 
python3-humanize	4.16.0-1	ii 
python3-hyperframe	6.1.0-2	ii 
python3-hyperlink	21.0.0-7	ii 
python3-idna	3.18-1	ii 
python3-impacket	0.13.0+git20251120-9c2d8b6-0kali1	ii 
python3-incremental	24.7.2-4	ii 
python3-inflect	7.5.0-2	ii 
python3-iniconfig	2.1.0-2	ii 
python3-invoke	3.0.3+ds-1	ii 
python3-ipwhois	1.3.0-0kali1	ii 
python3-ipy	1:1.01-6	ii 
python3-itsdangerous	2.2.0-3	ii 
python3-jaraco.collections	5.1.0-1	ii 
python3-jaraco.context	6.0.1-2	ii 
python3-jaraco.functools	4.1.0-1	ii 
python3-jaraco.text	4.0.0-1	ii 
python3-jinja2	3.1.6-3	ii 
python3-jq	1.12.0-1+b1	ii 
python3-jsonschema	4.26.0-2	ii 
python3-jsonschema-specifications	2023.12.1-6	ii 
python3-jwcrypto	1.5.6-1.2	ii 
python3-jwt	2.13.0-1	ii 
python3-kaitaistruct	0.11-1	ii 
python3-krb5	0.9.0-1+b1	ii 
python3-ldap3	2.9.1-2	ii 
python3-ldapdomaindump	0.9.4-2	ii 
python3-legacy-cgi	2.6.4-3	ii 
python3-legacycrypt	0.3-4	ii 
python3-libnmap	0.7.3-1	ii 
python3-limits	4.4.1-3	ii 
python3-linkify-it	2.1.0-2	ii 
python3-loguru	0.7.3-5	ii 
python3-lsassy	3.1.11-0kali1	ii 
python3-lxml:amd64	6.1.0-1+b1	ii 
python3-lz4	4.4.5+dfsg-1+b1	ii 
python3-macholib	1.16.4+ds-1	ii 
python3-magic	2:0.4.27-6	ii 
python3-mako	1.3.10-3	ii 
python3-markdown-it	4.2.0-3	ii 
python3-markdown2	2.5.4-3	ii 
python3-markupsafe	3.0.3-2+b1	ii 
python3-masky	0.2.1-0kali1	ii 
python3-md2pdf	1.0.1-0kali1	ii 
python3-mdurl	0.1.2-1	ii 
python3-mechanize	1:0.4.10+ds1-2	ii 
python3-minidump	0.0.21-0kali1	ii 
python3-minikerberos	0.4.4-0kali2	ii 
python3-minimal	3.14.6-1	ii 
python3-mistune	3.1.4-1	ii 
python3-mitmproxy-linux	0.12.3-0kali1	ii 
python3-mitmproxy-rs	0.12.3-0kali1	ii 
python3-mitmproxy-wireguard	0.1.23-0kali1	ii 
python3-more-itertools	11.1.0-2	ii 
python3-mpmath	1.4.1-3	ii 
python3-msgpack	1.1.2-4+b1	ii 
python3-msldap	0.5.10-0kali1	ii 
python3-multidict	6.4.3-2+b1	ii 
python3-munkres	1.1.4-4	ii 
python3-mysqldb	1.4.6-2+b7	ii 
python3-nacl	1.6.2-3	ii 
python3-nassl	5.4.0-0kali3	ii 
python3-neo4j	5.2.1-0kali2	ii 
python3-neobolt	1.7.17-0kali1	ii 
python3-neotime	1.7.4-0kali2	ii 
python3-netaddr	1.3.0-2	ii 
python3-netifaces:amd64	0.11.0-2+b8	ii 
python3-networkx	3.4.2-5	ii 
python3-numpy	1:2.4.6+ds-4+b1	ii 
python3-numpy-dev:amd64	1:2.4.6+ds-4+b1	ii 
python3-obfuscator	0.0.2-0kali1	ii 
python3-openpyxl	3.1.5+dfsg-4	ii 
python3-openssl	26.2.0-1	ii 
python3-oscrypto	1.3.0-7	ii 
python3-packaging	26.2-2	ii 
python3-paramiko	5.0.0-1	ii 
python3-passlib	1.9.3-2	ii 
python3-pcapy	0.11.5-5+b3	ii 
python3-pefile	2024.8.26-2.1	ii 
python3-pexpect	4.9-5	ii 
python3-phonenumbers	8.12.57-5	ii 
python3-pil:amd64	12.3.0-1+b1	ii 
python3-pip	26.1.2+dfsg-1	ii 
python3-pip-whl	26.1.2+dfsg-1	ii 
python3-pkg-resources	78.1.1-0.1	ii 
python3-platformdirs	4.10.0-1	ii 
python3-playwright	1.55.0+ds-2	ii 
python3-pluggy	1.6.0-2	ii 
python3-ply	3.11-11	ii 
python3-poetry-core	2.3.1-2	ii 
python3-poetry-dynamic-versioning	1.10.0-1	ii 
python3-portend	3.2.0-1	ii 
python3-pptx	0.6.18-0kali1	ii 
python3-prettytable	3.17.0-1	ii 
python3-prompt-toolkit	3.0.53-1	ii 
python3-propcache	0.5.2-2+b1	ii 
python3-psycopg2	2.9.12-2+b1	ii 
python3-ptyprocess	0.7.0-6	ii 
python3-publicsuffix2	2.20191221-5.1	ii 
python3-publicsuffixlist	0.9.3-0kali1	ii 
python3-pyasn1	0.6.4-1	ii 
python3-pyasn1-modules	0.4.1-2	ii 
python3-pyasyncore	1.0.2-3	ii 
python3-pycares	5.0.1-3	ii 
python3-pycparser	3.0-1	ii 
python3-pycryptodome	3.20.0+dfsg-3	ii 
python3-pycurl	7.47.0-2	ii 
python3-pydantic	2.13.4-3	ii 
python3-pydantic-core	2.46.4-3	ii 
python3-pydantic-settings	2.14.2-1	ii 
python3-pydispatch	2.0.7-2	ii 
python3-pydyf	0.12.1-1	ii 
python3-pyee	13.0.0-3	ii 
python3-pygame	2.6.1-5+b1	ii 
python3-pygments	2.20.0+dfsg-2	ii 
python3-pyinstaller	6.19.0+ds-2	ii 
python3-pylnk3	0.4.3-0kali1	ii 
python3-pylsqpack	0.3.23-1	ii 
python3-pymssql	2.3.10-2+b1	ii 
python3-pymysql	1.1.2-3	ii 
python3-pynfsclient	1.0.5-0kali1	ii 
python3-pyparsing	3.3.2-2	ii 
python3-pypdf	6.9.2-2	ii 
